监测时间,地点,SO2监测浓度(μg/m³),NO2监测浓度(μg/m³),PM10监测浓度(μg/m³),PM2.5监测浓度(μg/m³),O3监测浓度(μg/m³),CO监测浓度(mg/m³),温度(℃),湿度(%),大气压(mBar),风速(m/s),风向(°)
2019/4/16,监测点C,7.043478260869565,31.782608695652176,16.47826086956522,12.26086956521739,44.17391304347826,1.1123478260869566,20.691304347826087,0,1007.4956521739131,1.0043478260869565,
2019/4/17,监测点C,9.0,44.142857142857146,44.714285714285715,27.857142857142858,18.0,1.340857142857143,21.785714285714285,0,1007.9142857142858,0.6714285714285715,
2019/4/18,监测点C,10.173913043478262,63.47826086956522,61.43478260869565,63.69565217391305,30.130434782608695,1.153478260869565,22.70434782608696,0,1003.5739130434783,1.056521739130435,
2019/4/19,监测点C,7.434782608695652,35.04347826086956,20.043478260869566,15.217391304347826,51.78260869565217,0.7794347826086955,21.21739130434782,0,1001.3173913043478,1.347826086956522,
2019/4/20,监测点C,7.956521739130435,41.34782608695652,27.0,19.347826086956523,41.43478260869565,0.9505652173913042,21.791304347826088,0,1001.2304347826087,0.8869565217391304,
2019/4/21,监测点C,8.434782608695652,48.26086956521739,47.34782608695652,30.91304347826087,13.652173913043478,1.2775652173913046,23.31739130434783,0,1001.808695652174,0.717391304347826,
2019/4/22,监测点C,7.739130434782608,38.56521739130435,35.73913043478261,20.80952380952381,25.217391304347824,1.2646521739130434,23.54782608695652,0,1002.6434782608694,1.2173913043478262,
2019/4/23,监测点C,9.391304347826088,46.73913043478261,53.52173913043478,30.608695652173914,37.17391304347826,1.406217391304348,26.565217391304348,0,1003.9869565217392,0.717391304347826,
2019/4/24,监测点C,10.826086956521738,35.47826086956522,50.65217391304348,28.782608695652176,44.43478260869565,0.6694782608695652,28.22608695652174,0,1003.4043478260869,0.8739130434782609,
2019/4/25,监测点C,11.434782608695652,22.636363636363637,48.30434782608695,33.130434782608695,52.21739130434783,0.5584782608695652,28.665217391304346,0,1003.1869565217391,1.2695652173913046,
